Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001750,Male,Yes,0,Graduate,No,0.10911081322215455,-0.4025981827884851,-0.30177101865453015,0.2772125909680383,1.0,Semiurban,Y
LP001922,Male,Yes,0,Graduate,No,2.5093297482907153,-0.4025981827884851,0.0,0.2772125909680383,1.0,Rural,N
LP002403,Male,No,0,Graduate,Yes,0.8026886784850819,-0.4025981827884851,0.33660215292948814,0.2772125909680383,0.0,Urban,N
LP002788,Male,Yes,0,Not Graduate,No,-0.5228674816741661,0.08423262999640403,0.2716828473446727,0.2772125909680383,0.0,Urban,N
LP001273,Male,Yes,0,Graduate,No,0.0674894818933663,0.06691288826423696,1.1805531255320885,0.2772125909680383,,Semiurban,N
LP001743,Male,Yes,2,Graduate,No,-0.26398280080910325,-0.04430906767847453,-0.43160962982416096,0.2772125909680383,1.0,Semiurban,Y
LP001734,Female,Yes,2,Graduate,No,-0.21836582167275134,0.09466620935313119,-0.31259090291866604,0.2772125909680383,,Semiurban,Y
LP002224,Male,No,0,Graduate,No,-0.42047900660534704,-0.4025981827884851,-0.9185044217102766,2.2012027445433606,1.0,Urban,N
LP001996,Male,No,0,Graduate,No,2.4370751171039386,-0.4025981827884851,3.5068282423213075,0.2772125909680383,1.0,Rural,N
LP002181,Male,No,0,Not Graduate,No,0.10345031216143935,-0.4025981827884851,-0.24767159733385063,0.2772125909680383,1.0,Rural,N
LP002619,Male,Yes,0,Not Graduate,No,-0.2964474392455581,-0.09313821906795762,-0.34505055571107374,-0.6847824858196229,1.0,Semiurban,Y
LP002140,Male,No,0,Graduate,No,0.525324126510037,0.46693632080115616,1.6458081488899323,0.2772125909680383,1.0,Rural,N
LP002522,Female,No,0,Graduate,Yes,-0.515209156709669,-0.4025981827884851,-0.6804669678992867,0.2772125909680383,,Urban,Y
LP001896,Male,Yes,2,Graduate,No,-0.28212970126845494,-0.4025981827884851,-0.7129266206916944,0.2772125909680383,1.0,Semiurban,Y
LP001640,Male,Yes,0,Graduate,Yes,5.585978560114742,0.5885918561005948,-0.3883300927676174,0.2772125909680383,1.0,Semiurban,Y
LP002161,Female,No,1,Graduate,No,-0.14511227853408404,-0.4025981827884851,-0.8103055790689175,0.2772125909680383,1.0,Semiurban,N
LP002602,Male,No,0,Graduate,No,0.1146048289575546,0.5188955459976574,0.574639606740478,0.2772125909680383,0.0,Rural,N
LP001716,Male,Yes,0,Graduate,No,-0.40316453277257114,0.22779868194496972,-0.20439206027730702,0.2772125909680383,1.0,Urban,Y
LP002335,Female,Yes,0,Not Graduate,No,-0.5736455058952877,0.27287174476603104,0.23922319455226498,0.2772125909680383,0.0,Semiurban,N
LP001931,Female,No,0,Graduate,No,-0.24483698839786067,-0.4025981827884851,-0.4424295140882969,0.2772125909680383,1.0,Semiurban,Y
LP002403,Male,No,0,Graduate,Yes,0.8026886784850819,-0.4025981827884851,0.33660215292948814,0.2772125909680383,0.0,Urban,N
LP002300,Female,No,0,Not Graduate,No,-0.6046117764039063,-0.4025981827884851,-1.113262338464723,0.2772125909680383,1.0,Semiurban,Y
LP002369,Male,Yes,0,Graduate,No,-0.44528532007730487,-0.3992343966285921,-0.7453862734841021,0.2772125909680383,1.0,Rural,Y
LP002894,Female,Yes,0,Graduate,No,-0.4043299300497772,-0.4025981827884851,-1.2972003709550333,0.2772125909680383,1.0,Semiurban,Y
LP001639,Female,Yes,0,Graduate,No,-0.327913165730122,-0.4025981827884851,-0.5181687039372482,0.2772125909680383,1.0,Semiurban,Y
LP001891,Male,Yes,0,Graduate,No,0.9242229659651435,-0.4025981827884851,-0.2152119445414429,0.2772125909680383,1.0,Urban,Y
LP001949,Male,Yes,3+,Graduate,,-0.196223273405836,-0.14175869887030618,-0.4965289354089764,0.2772125909680383,1.0,Urban,Y
LP002341,Female,No,1,Graduate,No,-0.4985606241781538,-0.4025981827884851,0.044465277797818746,0.2772125909680383,1.0,Urban,N
LP002144,Female,No,,Graduate,No,-0.29661392457087327,-0.4025981827884851,-0.43160962982416096,-2.608772639394945,1.0,Urban,Y
LP002961,Male,Yes,1,Graduate,No,-0.3653723639260314,0.11908078504787274,0.18512377323158546,0.2772125909680383,1.0,Semiurban,Y
LP002236,Male,Yes,2,Graduate,No,-0.17125047460856305,-0.4025981827884851,-0.6047277780503354,0.2772125909680383,1.0,Urban,N
LP001664,Male,No,0,Graduate,No,-0.2336824716017454,-0.4025981827884851,-0.3883300927676174,0.2772125909680383,1.0,Rural,Y
LP002917,Female,No,0,Not Graduate,No,-0.5709817406902453,-0.4025981827884851,-0.9293243059744125,0.2772125909680383,1.0,Semiurban,Y
LP002517,Male,Yes,1,Not Graduate,No,-0.4897369019364507,-0.08959080208667039,-0.46406928261656866,-2.608772639394945,0.0,Rural,N
LP002473,Male,Yes,0,Graduate,No,0.45606623117893336,-0.4025981827884851,0.044465277797818746,0.2772125909680383,1.0,Semiurban,N
LP002990,Female,No,0,Graduate,Yes,-0.16842022407820545,-0.4025981827884851,-0.24767159733385063,0.2772125909680383,0.0,Semiurban,N
LP002051,Male,Yes,0,Graduate,No,-0.5318576892411844,0.04959314653206988,-0.4424295140882969,0.2772125909680383,1.0,Semiurban,Y
LP001603,Male,Yes,0,Not Graduate,Yes,-0.208210216828527,-0.24901589465746132,-0.7453862734841021,0.2772125909680383,1.0,Semiurban,N
LP002505,Male,Yes,0,Graduate,No,-0.2100415554069937,0.10885587727828012,-0.4965289354089764,0.2772125909680383,1.0,Urban,N
LP001493,Male,Yes,2,Not Graduate,No,-0.23218410367390904,-0.10419781318608841,-0.2909511343903942,0.2772125909680383,1.0,Rural,N
LP001091,Male,Yes,1,Graduate,,-0.23784460473462424,0.3004163942677907,0.48808053262739076,0.2772125909680383,,Urban,N
LP002682,Male,Yes,,Not Graduate,No,-0.4196465799787713,-0.026989325946307447,-0.3558704399752097,0.2772125909680383,0.0,Semiurban,N
LP001994,Female,No,0,Graduate,No,-0.5318576892411844,-0.013843015956831232,-0.5614482409937918,0.2772125909680383,0.0,Urban,N
LP002804,Female,Yes,0,Graduate,No,-0.2355138101802121,0.07859849714377137,0.2825027316088086,0.2772125909680383,1.0,Semiurban,Y
LP002556,Male,No,0,Graduate,No,-0.5260307028551541,-0.4025981827884851,-0.8752248846537329,0.2772125909680383,1.0,Urban,N
LP002949,Female,No,3+,Graduate,,-0.8621645746664479,8.292120838346523,2.1002432879836404,-2.608772639394945,,Urban,N
LP002239,Male,No,0,Not Graduate,No,-0.5408478968082027,-0.06872364337321607,-0.2584914815979865,0.2772125909680383,1.0,Semiurban,Y
LP001014,Male,Yes,3+,Graduate,No,-0.4259730223407471,0.11991547139641091,0.022825509269546938,0.2772125909680383,0.0,Semiurban,N
LP001014,Male,Yes,3+,Graduate,No,-0.4259730223407471,0.11991547139641091,0.022825509269546938,0.2772125909680383,0.0,Semiurban,N
LP001577,Female,Yes,0,Graduate,No,-0.16842022407820545,-0.4025981827884851,-0.4748891668807046,0.2772125909680383,1.0,Rural,N
LP001574,Male,Yes,0,Graduate,No,-0.3142613690542795,0.25805606207947845,0.2825027316088086,0.0,1.0,Rural,Y
LP002106,Male,Yes,,Graduate,Yes,-0.015253724788264719,0.5343372434456136,-0.9293243059744125,0.0,1.0,Semiurban,Y
LP002448,Male,Yes,0,Graduate,No,-0.2741384056533276,-0.04097032228432184,-0.07455344910767618,0.2772125909680383,0.0,Rural,N
LP002086,Female,Yes,0,Graduate,No,-0.2100415554069937,0.10885587727828012,-0.4965289354089764,0.2772125909680383,1.0,Urban,N
LP002741,Female,Yes,1,Graduate,No,-0.16425809094532662,0.1910724826092901,-0.1719324074848993,-2.608772639394945,1.0,Semiurban,Y
LP002110,Male,Yes,1,Graduate,,-0.05737451209299842,-0.2590321308399194,0.044465277797818746,0.2772125909680383,1.0,Rural,Y
LP002931,Male,Yes,2,Graduate,Yes,0.0674894818933663,-0.4025981827884851,0.5313600696839343,-1.646777562607284,1.0,Semiurban,N
LP002484,Male,Yes,3+,Graduate,No,0.35717394794173246,-0.4025981827884851,-0.30177101865453015,-2.608772639394945,1.0,Urban,Y
LP002898,Male,Yes,1,Graduate,No,-0.6184300584050639,-0.4025981827884851,-1.0267032643516356,0.2772125909680383,,Rural,N
LP002948,Male,Yes,2,Graduate,No,0.030862710324032656,-0.4025981827884851,0.3907015742501676,0.2772125909680383,1.0,Urban,Y
LP001186,Female,Yes,1,Graduate,Yes,0.9831587711267077,-0.4025981827884851,1.4077706950789424,0.2772125909680383,0.0,Urban,N
LP002690,Male,No,0,Graduate,No,-0.515209156709669,-0.4025981827884851,-1.091622569936451,0.2772125909680383,1.0,Semiurban,Y
LP002211,Male,Yes,0,Graduate,No,-0.12946265795445966,-0.20999430786330178,-0.3883300927676174,-2.608772639394945,1.0,Urban,Y
LP002341,Female,No,1,Graduate,No,-0.4985606241781538,-0.4025981827884851,0.044465277797818746,0.2772125909680383,1.0,Urban,N
LP001836,Female,No,2,Graduate,No,-0.3608772601425223,-0.4025981827884851,-0.19357217601317112,0.2772125909680383,1.0,Urban,N
LP002314,Female,No,0,Not Graduate,No,-0.562990445075118,-0.4025981827884851,-0.9726038430309561,0.2772125909680383,1.0,Rural,Y
LP002757,Female,Yes,0,Not Graduate,No,-0.429136243521735,-0.26424892051828297,-0.5830880095220636,0.2772125909680383,,Semiurban,Y
LP002795,Male,Yes,3+,Graduate,Yes,0.7565722433727845,-0.4025981827884851,1.1264537042114091,0.2772125909680383,1.0,Semiurban,Y
LP002068,Male,No,0,Graduate,No,-0.11281412542294436,-0.4025981827884851,-0.28013125012625834,0.2772125909680383,0.0,Rural,Y
LP002837,Male,Yes,3+,Graduate,No,-0.3653723639260314,0.11908078504787274,-0.3558704399752097,0.2772125909680383,0.0,Rural,N
LP002444,Male,No,1,Not Graduate,Yes,-0.47042460419989296,-0.08082659542701957,0.36906180572189584,0.2772125909680383,,Semiurban,N
LP001146,Female,Yes,0,Graduate,No,-0.4910687845389719,0.3152320769543433,-0.3883300927676174,0.2772125909680383,0.0,Urban,N
LP002615,Male,Yes,2,Graduate,No,-0.12147136233933231,0.7709708232561855,0.563819722476342,0.2772125909680383,1.0,Semiurban,Y
LP001097,Male,No,1,Graduate,Yes,-0.1502733236188538,-0.4025981827884851,-0.53980847246552,0.2772125909680383,1.0,Rural,N
LP002328,Male,Yes,0,Not Graduate,No,0.083472073123621,-0.4025981827884851,0.6720185651177011,0.2772125909680383,0.0,Rural,N
LP002467,Male,Yes,0,Graduate,No,-0.3140948837289643,0.1334791245601562,0.18512377323158546,0.2772125909680383,1.0,Urban,N
LP002872,,Yes,0,Graduate,No,-0.4174822707496743,0.05856602477885523,-0.2152119445414429,0.2772125909680383,0.0,Semiurban,N
LP002990,Female,No,0,Graduate,Yes,-0.16842022407820545,-0.4025981827884851,-0.24767159733385063,0.2772125909680383,0.0,Semiurban,N
LP002863,Male,Yes,3+,Graduate,No,0.13508252397131842,-0.4025981827884851,-0.06373356484354029,0.2772125909680383,1.0,Semiurban,N
LP002556,Male,No,0,Graduate,No,-0.5260307028551541,-0.4025981827884851,-0.8752248846537329,0.2772125909680383,1.0,Urban,N
LP002652,Male,No,0,Graduate,No,0.03668969671006301,0.36239185564675,1.67826780168234,0.2772125909680383,1.0,Rural,N
LP002181,Male,No,0,Not Graduate,No,0.10345031216143935,-0.4025981827884851,-0.24767159733385063,0.2772125909680383,1.0,Rural,N
LP001003,Male,Yes,1,Graduate,No,-0.16842022407820545,-0.08792142938959405,-0.30177101865453015,0.2772125909680383,1.0,Rural,N
LP001095,Male,No,0,Graduate,No,-0.4041634447244621,-0.4025981827884851,-0.8860447689178689,0.2772125909680383,1.0,Urban,N
LP001443,Female,No,0,Graduate,No,-0.31675864893400674,-0.4025981827884851,-0.6804669678992867,0.2772125909680383,,Rural,Y
LP002138,Male,Yes,0,Graduate,No,-0.49439849104527495,0.9015992368024095,0.33660215292948814,0.2772125909680383,1.0,Rural,Y
LP001784,Male,Yes,1,Graduate,No,-0.015753180764210176,-0.13967198299896075,0.15266412043917776,0.2772125909680383,1.0,Rural,Y
LP001711,Male,Yes,3+,Graduate,No,-0.36037780416657683,-0.14175869887030618,-0.30177101865453015,0.2772125909680383,0.0,Semiurban,N
LP001195,Male,Yes,0,Graduate,No,-0.5764757564256454,-0.07060168765742696,-0.648007315106879,0.2772125909680383,1.0,Semiurban,Y
LP002367,Female,No,1,Not Graduate,No,-0.16459106159595693,-0.4025981827884851,-0.8103055790689175,0.2772125909680383,1.0,Rural,N
LP001825,Male,Yes,0,Graduate,No,-0.6302505165024398,-0.012799658021158516,-0.7129266206916944,0.2772125909680383,1.0,Urban,Y
LP001702,Male,No,0,Graduate,No,-0.36237562807035867,-0.4025981827884851,-0.31259090291866604,0.2772125909680383,1.0,Semiurban,N
LP002500,Male,Yes,3+,Not Graduate,No,-0.4407902162937957,-0.055368661796605316,-0.9293243059744125,-2.608772639394945,0.0,Urban,N
LP002697,Male,No,0,Graduate,No,-0.15227114752263562,0.03289941956130643,0.0,0.2772125909680383,1.0,Semiurban,N
LP001610,Male,Yes,3+,Graduate,No,-0.01308941555916773,1.955390751831852,3.6691265062833462,0.2772125909680383,0.0,Semiurban,N
LP001504,Male,No,0,Graduate,Yes,0.22565054094276163,-0.4025981827884851,0.20676354175985728,-2.608772639394945,1.0,Semiurban,Y
LP001922,Male,Yes,0,Graduate,No,2.5093297482907153,-0.4025981827884851,0.0,0.2772125909680383,1.0,Rural,N
LP002131,Male,Yes,2,Not Graduate,No,-0.4181482120509349,0.04980181811920442,-0.3234107871828019,0.2772125909680383,1.0,Urban,Y
LP002778,Male,Yes,2,Graduate,Yes,0.17287469281785814,-0.4025981827884851,0.0,0.2772125909680383,0.0,Rural,N
LP001922,Male,Yes,0,Graduate,No,2.5093297482907153,-0.4025981827884851,0.0,0.2772125909680383,1.0,Rural,N
LP002837,Male,Yes,3+,Graduate,No,-0.3653723639260314,0.11908078504787274,-0.3558704399752097,0.2772125909680383,0.0,Rural,N
LP002050,Male,Yes,1,Graduate,Yes,0.7334307831539782,-0.4025981827884851,-0.009634143522860768,0.2772125909680383,1.0,Rural,N
LP002367,Female,No,1,Not Graduate,No,-0.16459106159595693,-0.4025981827884851,-0.8103055790689175,0.2772125909680383,1.0,Rural,N
LP001974,Female,No,0,Graduate,No,-0.09899584342178666,-0.4025981827884851,-0.2584914815979865,0.2772125909680383,1.0,Rural,Y
LP002836,Male,No,0,Graduate,No,-0.3765268807221467,-0.4025981827884851,-0.9293243059744125,0.2772125909680383,1.0,Urban,Y
LP002877,Male,Yes,1,Graduate,No,-0.6347456202859489,0.06315679969581518,-0.5289885882013841,0.2772125909680383,1.0,Rural,Y
LP002729,Male,No,1,Graduate,No,0.9415374397979194,-0.4025981827884851,0.43398111130671124,0.2772125909680383,,Semiurban,N
LP002036,Male,Yes,0,Graduate,No,-0.5887956704989668,0.042706984156629955,-0.7345663892199662,0.2772125909680383,,Urban,Y
LP001011,Male,Yes,2,Graduate,Yes,-0.029571462765367873,0.4729877968280579,1.2021928940603603,0.2772125909680383,1.0,Urban,Y
LP002335,Female,Yes,0,Not Graduate,No,-0.5736455058952877,0.27287174476603104,0.23922319455226498,0.2772125909680383,0.0,Semiurban,N
LP001228,Male,No,0,Not Graduate,No,-0.398669428989062,0.06774757461277513,-0.3234107871828019,-2.608772639394945,0.0,Urban,N
LP001532,Male,Yes,2,Not Graduate,No,-0.5516694429536876,-0.4025981827884851,-0.46406928261656866,0.2772125909680383,1.0,Rural,N
LP002545,Male,No,2,Graduate,No,-0.34089902110470394,-0.4025981827884851,-0.8211254633330535,0.2772125909680383,0.0,Rural,N
LP002847,Male,Yes,,Graduate,No,-0.07968354568522892,-0.099815709856263,0.09856469911849826,0.2772125909680383,0.0,Urban,N
LP001514,Female,Yes,0,Graduate,No,-0.5435116620132451,0.5335025570970754,-0.6047277780503354,0.2772125909680383,1.0,Semiurban,Y
LP002467,Male,Yes,0,Graduate,No,-0.3140948837289643,0.1334791245601562,0.18512377323158546,0.2772125909680383,1.0,Urban,N
LP002936,Male,Yes,0,Graduate,No,-0.2889555996063762,0.28601805475550723,-0.1502926389566275,-2.608772639394945,1.0,Rural,Y
LP001489,Female,Yes,0,Graduate,No,-0.16842022407820545,-0.4025981827884851,-0.7778459262765098,0.2772125909680383,1.0,Rural,N
LP001265,Female,No,0,Graduate,No,-0.2911199088354732,-0.4025981827884851,-0.4857090511448405,0.2772125909680383,1.0,Semiurban,Y
LP001155,Female,Yes,0,Not Graduate,No,-0.6104387627899366,-0.059542093539296174,-0.6047277780503354,0.2772125909680383,1.0,Semiurban,Y
LP001940,Male,Yes,2,Graduate,No,-0.4064942392788742,-0.0770705068585978,-0.23685171306971473,0.2772125909680383,1.0,Urban,Y
LP001677,Male,No,2,Graduate,No,-0.11181521347105344,-0.4025981827884851,0.10938458338263415,0.2772125909680383,0.0,Semiurban,Y
LP001136,Male,Yes,0,Not Graduate,Yes,-0.14977386764290831,-0.4025981827884851,-0.648007315106879,0.0,1.0,Urban,Y
LP002318,Female,No,1,Not Graduate,Yes,-0.287623717003855,-0.4025981827884851,-1.0158833800874998,0.2772125909680383,1.0,Semiurban,N
LP002101,Male,Yes,0,Graduate,,9.613258579488292,-0.4025981827884851,3.6150270849626667,-2.608772639394945,1.0,Urban,Y
LP001836,Female,No,2,Graduate,No,-0.3608772601425223,-0.4025981827884851,-0.19357217601317112,0.2772125909680383,1.0,Urban,N
LP002772,Male,No,0,Graduate,No,-0.5108805382514752,-0.03053674292759468,-0.11783298616421979,0.2772125909680383,1.0,Rural,Y
LP002348,Male,Yes,0,Graduate,No,0.03902049126447515,-0.4025981827884851,-0.19357217601317112,0.2772125909680383,1.0,Rural,Y
LP002978,Female,No,0,Graduate,No,-0.4486150265836079,-0.4025981827884851,-0.9185044217102766,0.2772125909680383,1.0,Rural,Y
LP002682,Male,Yes,,Not Graduate,No,-0.4196465799787713,-0.026989325946307447,-0.3558704399752097,0.2772125909680383,0.0,Semiurban,N
LP002833,Male,Yes,0,Not Graduate,No,-0.1877325218147632,-0.4025981827884851,-0.3883300927676174,0.2772125909680383,,Rural,Y
LP001489,Female,Yes,0,Graduate,No,-0.16842022407820545,-0.4025981827884851,-0.7778459262765098,0.2772125909680383,1.0,Rural,N
LP001029,Male,No,0,Graduate,No,-0.6229251621885731,0.1900291246736174,-0.4532493983524328,0.2772125909680383,1.0,Rural,N
LP001693,Female,No,0,Graduate,No,-0.3913440746751953,-0.4025981827884851,-0.8211254633330535,0.2772125909680383,1.0,Urban,Y
LP001334,Male,Yes,0,Not Graduate,No,-0.23418192757769088,-0.4025981827884851,-0.4424295140882969,-2.608772639394945,1.0,Semiurban,Y
LP002739,Male,Yes,0,Not Graduate,No,-0.4457847760532503,-0.29075021208436996,-0.9726038430309561,0.2772125909680383,1.0,Rural,N
LP001682,Male,Yes,3+,Not Graduate,No,-0.26681305133946087,-0.4025981827884851,0.0,-2.608772639394945,1.0,Urban,N
LP001658,Male,No,0,Graduate,No,-0.28912208493169134,-0.4025981827884851,-0.8644050003895971,0.2772125909680383,1.0,Semiurban,Y
LP002367,Female,No,1,Not Graduate,No,-0.16459106159595693,-0.4025981827884851,-0.8103055790689175,0.2772125909680383,1.0,Rural,N
LP001100,Male,No,3+,Graduate,No,1.1496440964418606,0.2234165786151443,1.7756467600595631,0.2772125909680383,1.0,Rural,N
LP001345,Male,Yes,2,Not Graduate,No,-0.21753339504617558,0.27829720603152913,-0.24767159733385063,-2.608772639394945,1.0,Urban,Y
LP001046,Male,Yes,1,Graduate,No,0.05999764225418443,0.77117949484332,1.7215473387388835,0.2772125909680383,1.0,Urban,Y
LP001770,Male,No,0,Not Graduate,No,-0.40050076756752867,0.13953060058705796,-0.3883300927676174,0.0,1.0,Rural,Y
LP001233,Male,Yes,1,Graduate,No,0.858294777140343,-0.4025981827884851,1.6890876859464758,0.2772125909680383,1.0,Urban,Y
LP002113,Female,No,3+,Not Graduate,No,-0.6267543246708216,-0.4025981827884851,0.0,0.2772125909680383,0.0,Urban,N
LP002777,Male,Yes,0,Graduate,No,-0.4677608389948505,0.018083736874753866,-0.4965289354089764,0.2772125909680383,1.0,Rural,Y
LP001900,Male,Yes,1,Graduate,No,-0.47358782538088084,-0.018225119286656637,-0.4424295140882969,0.2772125909680383,1.0,Semiurban,Y
LP002035,Male,Yes,2,Graduate,No,-0.3125965158011279,-0.4025981827884851,-0.3883300927676174,0.2772125909680383,1.0,Semiurban,Y
LP001282,Male,Yes,0,Graduate,No,-0.515209156709669,0.03936823876247727,-0.5614482409937918,0.2772125909680383,1.0,Semiurban,Y
LP002560,Male,No,0,Not Graduate,No,-0.48207857697195367,0.17855218738121753,-0.648007315106879,0.2772125909680383,,Semiurban,Y
LP002637,Male,No,0,Not Graduate,No,-0.3324082695136311,-0.13403785014632807,-0.6047277780503354,0.2772125909680383,1.0,Rural,N
LP001996,Male,No,0,Graduate,No,2.4370751171039386,-0.4025981827884851,3.5068282423213075,0.2772125909680383,1.0,Rural,N
LP002151,Male,Yes,1,Graduate,No,-0.28629183440133377,-0.4025981827884851,-0.9617839587668202,0.2772125909680383,1.0,Urban,N
LP002377,Female,No,1,Graduate,Yes,0.5043469755203277,-0.4025981827884851,-0.06373356484354029,0.2772125909680383,1.0,Semiurban,Y
LP001996,Male,No,0,Graduate,No,2.4370751171039386,-0.4025981827884851,3.5068282423213075,0.2772125909680383,1.0,Rural,N
LP002178,Male,Yes,0,Graduate,No,-0.4298021848229956,0.23030274099058423,-0.658827199371015,-0.6847824858196229,,Urban,Y
LP001577,Female,Yes,0,Graduate,No,-0.16842022407820545,-0.4025981827884851,-0.4748891668807046,0.2772125909680383,1.0,Rural,N
LP002949,Female,No,3+,Graduate,,-0.8621645746664479,8.292120838346523,2.1002432879836404,-2.608772639394945,,Urban,N
LP002776,Female,No,0,Graduate,No,-0.09899584342178666,-0.4025981827884851,-0.5722681252579277,0.2772125909680383,0.0,Semiurban,N
LP002926,Male,Yes,2,Graduate,Yes,-0.4775834731884445,-0.4025981827884851,-0.53980847246552,0.2772125909680383,0.0,Semiurban,N
LP002250,Male,Yes,0,Graduate,No,-0.017751004667992013,-0.4025981827884851,-0.33423067144693785,0.2772125909680383,1.0,Rural,Y
LP001947,Male,Yes,0,Graduate,No,-0.5346879397715419,0.2931128887180817,0.17430388896744958,0.2772125909680383,1.0,Semiurban,Y
LP001790,Female,No,1,Graduate,No,-0.29678040989618837,-0.4025981827884851,-0.4748891668807046,0.2772125909680383,1.0,Rural,Y
LP002341,Female,No,1,Graduate,No,-0.4985606241781538,-0.4025981827884851,0.044465277797818746,0.2772125909680383,1.0,Urban,N
LP002768,Male,No,0,Not Graduate,No,-0.37236474758926785,-0.4025981827884851,-0.8211254633330535,-4.917560823685332,1.0,Semiurban,N
LP002916,Male,Yes,0,Graduate,No,-0.5490056777486452,-0.08500002716971043,-0.5614482409937918,0.2772125909680383,1.0,Urban,Y
LP002505,Male,Yes,0,Graduate,No,-0.2100415554069937,0.10885587727828012,-0.4965289354089764,0.2772125909680383,1.0,Urban,N
LP001097,Male,No,1,Graduate,Yes,-0.1502733236188538,-0.4025981827884851,-0.53980847246552,0.2772125909680383,1.0,Rural,N
LP001541,Male,Yes,1,Graduate,No,0.0674894818933663,-0.4025981827884851,0.044465277797818746,0.2772125909680383,,Rural,Y
LP002296,Male,No,0,Not Graduate,No,-0.4727553987543051,-0.4025981827884851,-0.983423727295092,-0.6847824858196229,1.0,Rural,N
LP002820,Male,Yes,0,Graduate,No,0.05467011184409953,0.026013257185866504,0.5962793752687497,0.2772125909680383,1.0,Rural,Y
LP001005,Male,Yes,0,Graduate,Yes,-0.4319664940520926,-0.4025981827884851,-0.9726038430309561,0.2772125909680383,1.0,Urban,Y
LP001673,Male,No,0,Graduate,Yes,0.8999161084691312,-0.4025981827884851,-0.7886658105406458,0.2772125909680383,1.0,Urban,N
LP002403,Male,No,0,Graduate,Yes,0.8026886784850819,-0.4025981827884851,0.33660215292948814,0.2772125909680383,0.0,Urban,N
LP001426,Male,Yes,,Graduate,No,0.01204986856342037,0.15392894009934144,0.2608629630805368,0.2772125909680383,1.0,Rural,Y
LP001972,Male,Yes,,Not Graduate,No,-0.45277715971648674,-0.037422905303034604,-0.5506283567296559,0.2772125909680383,1.0,Semiurban,Y
LP001194,Male,Yes,2,Graduate,No,-0.4805802090441173,-0.15907844060247325,-0.6371874308427431,0.2772125909680383,1.0,Semiurban,Y
LP001996,Male,No,0,Graduate,No,2.4370751171039386,-0.4025981827884851,3.5068282423213075,0.2772125909680383,1.0,Rural,N
LP001100,Male,No,3+,Graduate,No,1.1496440964418606,0.2234165786151443,1.7756467600595631,0.2772125909680383,1.0,Rural,N
LP001722,Male,Yes,0,Graduate,No,-0.9064496712002785,-0.026989325946307447,-0.22603182880557882,0.2772125909680383,1.0,Rural,N
LP001630,Male,No,0,Not Graduate,No,-0.5430122060372996,-0.099815709856263,-0.5830880095220636,2.2012027445433606,0.0,Urban,N
LP002717,Male,Yes,0,Graduate,No,-0.7607750115495198,0.7450955464515022,0.6503787965894293,0.2772125909680383,,Rural,Y
LP001482,Male,Yes,0,Graduate,Yes,-0.35554972973243737,-0.4025981827884851,-1.416219097860528,-3.570767716182606,1.0,Semiurban,Y
LP002571,Male,No,0,Not Graduate,No,-0.3169251342593219,-0.4025981827884851,-0.4965289354089764,0.2772125909680383,1.0,Rural,Y
LP001465,Male,Yes,0,Graduate,No,0.08080830791857854,0.1334791245601562,0.2825027316088086,0.2772125909680383,,Rural,N
LP002603,Female,No,0,Graduate,No,-0.8240394351692778,0.36593927262803727,-0.46406928261656866,2.2012027445433606,1.0,Rural,Y
LP002296,Male,No,0,Not Graduate,No,-0.4727553987543051,-0.4025981827884851,-0.983423727295092,-0.6847824858196229,1.0,Rural,N
LP002137,Male,Yes,0,Graduate,No,0.12292909522331225,0.5537437010491261,1.115633819947273,0.2772125909680383,,Semiurban,Y
LP001041,Male,Yes,0,Graduate,,-0.4985606241781538,0.3277523721824159,-0.4424295140882969,0.0,1.0,Urban,Y
LP002472,Male,No,2,Graduate,No,-0.20654536357537548,-0.4025981827884851,-0.2152119445414429,0.2772125909680383,1.0,Rural,Y
LP002328,Male,Yes,0,Not Graduate,No,0.083472073123621,-0.4025981827884851,0.6720185651177011,0.2772125909680383,0.0,Rural,N
LP002807,Male,Yes,2,Not Graduate,No,-0.31958889946436436,-0.35209965870192567,-0.5181687039372482,0.2772125909680383,1.0,Semiurban,Y
LP002265,Male,Yes,2,Not Graduate,No,-0.5996172166444517,-0.0635068536948525,-0.46406928261656866,-2.608772639394945,1.0,Semiurban,Y
LP001811,Male,Yes,0,Not Graduate,No,-0.3643734519741405,0.519104217584792,-0.3558704399752097,0.2772125909680383,1.0,Semiurban,Y
LP002960,Male,Yes,0,Not Graduate,No,-0.5318576892411844,0.3903538483227788,0.0,-2.608772639394945,1.0,Urban,N
LP002652,Male,No,0,Graduate,No,0.03668969671006301,0.36239185564675,1.67826780168234,0.2772125909680383,1.0,Rural,N
LP002941,Male,Yes,2,Not Graduate,Yes,0.1312533614890699,-0.19392659565394196,0.33660215292948814,0.2772125909680383,1.0,Rural,N
LP001179,Male,Yes,2,Graduate,No,-0.1629262083428054,-0.4025981827884851,-0.23685171306971473,0.2772125909680383,1.0,Urban,N
LP002949,Female,No,3+,Graduate,,-0.8621645746664479,8.292120838346523,2.1002432879836404,-2.608772639394945,,Urban,N
LP002139,Male,Yes,0,Graduate,No,0.580763739839983,-0.4025981827884851,0.7802174077590601,0.2772125909680383,1.0,Semiurban,Y
